date	phase
-2800-01-05T06:33:56	1
-2800-01-13T09:50:24	2
-2800-01-20T15:11:46	3
-2800-01-27T09:55:14	0
-2800-02-04T01:14:27	1
-2800-02-11T22:46:45	2
-2800-02-18T20:41:23	3
-2800-02-25T20:47:42	0
-2800-03-04T19:25:27	1
-2800-03-12T08:42:23	2
-2800-03-19T01:40:27	3
-2800-03-26T08:42:24	0
-2800-04-03T12:00:28	1
-2800-04-10T16:37:17	2
-2800-04-17T07:27:42	3
-2800-04-24T22:11:30	0
-2800-05-03T02:18:24	1
-2800-05-09T23:41:44	2
-2800-05-16T15:16:53	3
-2800-05-24T13:19:34	0
-2800-06-01T14:13:26	1
-2800-06-08T06:58:31	2
-2800-06-15T02:13:43	3
-2800-06-23T05:33:25	0
-2800-07-01T00:08:47	1
-2800-07-07T15:17:27	2
-2800-07-14T17:04:13	3
-2800-07-22T21:55:03	0
-2800-07-30T08:43:05	1
-2800-08-06T01:18:52	2
-2800-08-13T11:49:52	3
-2800-08-21T13:31:34	0
-2800-08-28T16:40:07	1
-2800-09-04T13:38:18	2
-2800-09-12T09:21:12	3
-2800-09-20T03:56:39	0
-2800-09-27T00:45:33	1
-2800-10-04T04:39:59	2
-2800-10-12T07:23:49	3
-2800-10-19T17:04:54	0
-2800-10-26T09:45:37	1
-2800-11-02T22:13:17	2
-2800-11-11T03:32:23	3
-2800-11-18T04:53:32	0
-2800-11-24T20:21:36	1
-2800-12-02T17:10:49	2
-2800-12-10T20:09:34	3
-2800-12-17T15:17:37	0
-2800-12-24T08:59:56	1
-2799-01-01T11:44:29	2
-2799-01-09T08:43:38	3
-2799-01-16T00:24:17	0
-2799-01-22T23:42:51	1
-2799-01-31T04:19:45	2
-2799-02-07T17:34:14	3
-2799-02-14T08:47:14	0
-2799-02-21T16:03:46	1
-2799-03-01T18:15:49	2
-2799-03-08T23:34:54	3
-2799-03-15T17:24:22	0
-2799-03-23T09:13:35	1
-2799-03-31T05:43:20	2
-2799-04-07T04:01:11	3
-2799-04-14T03:20:32	0
-2799-04-22T02:18:37	1
-2799-04-29T15:19:43	2
-2799-05-06T08:22:31	3
-2799-05-13T15:25:12	0
-2799-05-21T18:37:42	1
-2799-05-28T23:49:40	2
-2799-06-04T14:14:20	3
-2799-06-12T05:54:17	0
-2799-06-20T09:45:17	1
-2799-06-27T07:57:57	2
-2799-07-03T23:06:33	3
-2799-07-11T22:25:21	0
-2799-07-19T23:23:13	1
-2799-07-26T16:29:48	2
-2799-08-02T12:04:07	3
-2799-08-10T16:08:03	0
-2799-08-18T11:16:06	1
-2799-08-25T02:11:09	2
-2799-09-01T05:20:14	3
-2799-09-09T10:00:24	0
-2799-09-16T21:19:31	1
-2799-09-23T13:42:33	2
-2799-10-01T01:58:16	3
-2799-10-09T02:59:20	0
-2799-10-16T05:54:45	1
-2799-10-23T03:24:26	2
-2799-10-31T00:03:43	3
-2799-11-07T18:07:22	0
-2799-11-14T13:51:33	1
-2799-11-21T19:02:07	2
-2799-11-29T21:23:58	3
-2799-12-07T06:46:34	0
-2799-12-13T22:11:47	1
-2799-12-21T11:47:21	2
-2799-12-29T16:05:44	3
-2798-01-05T16:54:12	0
-2798-01-12T07:47:20	1
-2798-01-20T04:40:31	2
-2798-01-28T06:58:25	3
-2798-02-04T01:05:11	0
-2798-02-10T19:07:06	1
-2798-02-18T20:52:22	2
-2798-02-26T17:46:13	3
-2798-03-05T08:18:50	0
-2798-03-12T08:18:14	1
-2798-03-20T11:49:34	2
-2798-03-28T01:05:04	3
-2798-04-03T15:41:54	0
-2798-04-10T23:15:10	1
-2798-04-19T01:11:40	2
-2798-04-26T06:08:16	3
-2798-05-03T00:15:29	0
-2798-05-10T15:45:06	1
-2798-05-18T12:52:42	2
-2798-05-25T10:28:37	3
-2798-06-01T10:47:58	0
-2798-06-09T09:23:45	1
-2798-06-16T23:07:22	2
-2798-06-23T15:43:13	3
-2798-06-30T23:52:28	0
-2798-07-09T03:24:26	1
-2798-07-16T08:33:05	2
-2798-07-22T23:19:43	3
-2798-07-30T15:42:52	0
-2798-08-07T20:37:15	1
-2798-08-14T18:00:12	2
-2798-08-21T10:21:27	3
-2798-08-29T10:00:38	0
-2798-09-06T11:51:00	1
-2798-09-13T04:13:11	2
-2798-09-20T01:13:41	3
-2798-09-28T05:37:28	0
-2798-10-06T00:24:51	1
-2798-10-12T15:33:21	2
-2798-10-19T19:35:54	3
-2798-10-28T00:40:58	0
-2798-11-04T10:23:52	1
-2798-11-11T03:55:41	2
-2798-11-18T16:20:23	3
-2798-11-26T17:21:46	0
-2798-12-03T18:29:42	1
-2798-12-10T17:05:11	2
-2798-12-18T13:38:20	3
-2798-12-26T06:47:14	0
-2797-01-02T01:39:20	1
-2797-01-09T06:56:03	2
-2797-01-17T09:24:06	3
-2797-01-24T17:11:20	0
-2797-01-31T08:49:29	1
-2797-02-07T21:31:36	2
-2797-02-16T01:59:58	3
-2797-02-23T01:26:15	0
-2797-03-01T16:52:10	1
-2797-03-09T12:45:55	2
-2797-03-17T14:50:15	3
-2797-03-24T08:32:37	0
-2797-03-31T02:36:48	1
-2797-04-08T04:09:19	2
-2797-04-16T00:18:47	3
-2797-04-22T15:26:09	0
-2797-04-29T14:48:30	1
-2797-05-07T18:56:34	2
-2797-05-15T07:24:19	3
-2797-05-21T22:58:43	0
-2797-05-29T05:56:28	1
-2797-06-06T08:33:01	2
-2797-06-13T13:17:58	3
