date	phase
2700-01-04T09:48:58	3
2700-01-12T07:09:58	0
2700-01-20T10:24:30	1
2700-01-27T05:38:09	2
2700-02-02T23:19:43	3
2700-02-11T02:49:10	0
2700-02-19T00:23:35	1
2700-02-25T16:04:00	2
2700-03-04T15:56:45	3
2700-03-12T21:09:37	0
2700-03-20T10:59:04	1
2700-03-27T02:17:51	2
2700-04-03T10:39:01	3
2700-04-11T13:03:42	0
2700-04-18T18:34:47	1
2700-04-25T12:56:01	2
2700-05-03T05:51:45	3
2700-05-11T02:10:50	0
2700-05-18T00:12:04	1
2700-05-25T00:34:54	2
2700-06-02T00:08:11	3
2700-06-09T12:41:27	0
2700-06-16T05:15:38	1
2700-06-23T13:32:43	2
2700-07-01T16:34:58	3
2700-07-08T21:06:24	0
2700-07-15T11:16:48	1
2700-07-23T03:44:38	2
2700-07-31T06:49:03	3
2700-08-07T04:14:19	0
2700-08-13T19:37:54	1
2700-08-21T18:51:45	2
2700-08-29T18:45:22	3
2700-09-05T11:08:35	0
2700-09-12T07:17:21	1
2700-09-20T10:31:16	2
2700-09-28T04:32:23	3
2700-10-04T18:59:46	0
2700-10-11T22:36:37	1
2700-10-20T02:17:47	2
2700-10-27T12:36:45	3
2700-11-03T04:52:34	0
2700-11-10T17:13:19	1
2700-11-18T17:38:36	2
2700-11-25T19:48:09	3
2700-12-02T17:28:06	0
2700-12-10T14:02:36	1
2700-12-18T07:55:46	2
2700-12-25T03:14:31	3
2701-01-01T08:48:31	0
2701-01-09T11:24:44	1
2701-01-16T20:40:57	2
2701-01-23T12:05:14	3
2701-01-31T02:16:14	0
2701-02-08T07:19:13	1
2701-02-15T07:50:31	2
2701-02-21T23:07:24	3
2701-03-01T20:48:15	0
2701-03-09T23:57:46	1
2701-03-16T17:45:40	2
2701-03-23T12:30:03	3
2701-03-31T15:10:43	0
2701-04-08T12:26:17	1
2701-04-15T03:00:20	2
2701-04-22T03:49:54	3
2701-04-30T08:08:59	0
2701-05-07T21:00:34	1
2701-05-14T12:09:41	2
2701-05-21T20:30:44	3
2701-05-29T22:43:49	0
2701-06-06T02:48:38	1
2701-06-12T21:46:27	2
2701-06-20T13:54:53	3
2701-06-28T10:32:18	0
2701-07-05T07:21:45	1
2701-07-12T08:23:30	2
2701-07-20T07:20:41	3
2701-07-27T19:56:52	0
2701-08-03T12:12:56	1
2701-08-10T20:35:18	2
2701-08-18T23:58:22	3
2701-08-26T03:54:45	0
2701-09-01T18:45:18	1
2701-09-09T10:50:13	2
2701-09-17T14:59:06	3
2701-09-24T11:36:34	0
2701-10-01T04:06:15	1
2701-10-09T03:11:09	2
2701-10-17T03:53:24	3
2701-10-23T20:04:54	0
2701-10-30T17:03:22	1
2701-11-07T20:55:50	2
2701-11-15T14:42:20	3
2701-11-22T06:00:05	0
2701-11-29T09:55:25	1
2701-12-07T14:41:00	2
2701-12-14T23:54:08	3
2701-12-21T17:38:30	0
2701-12-29T06:13:01	1
2702-01-06T07:01:23	2
