date	phase
2100-01-03T13:03:47	3
2100-01-10T12:56:15	0
2100-01-18T12:34:15	1
2100-01-26T02:50:08	2
2100-02-01T21:16:22	3
2100-02-09T04:55:29	0
2100-02-17T09:22:21	1
2100-02-24T14:51:57	2
2100-03-03T06:11:39	3
2100-03-10T22:29:13	0
2100-03-19T02:59:01	1
2100-03-26T01:05:14	2
2100-04-01T16:36:04	3
2100-04-09T16:16:57	0
2100-04-17T16:42:36	1
2100-04-24T09:43:50	2
2100-05-01T05:01:52	3
2100-05-09T08:54:03	0
2100-05-17T02:42:43	1
2100-05-23T17:25:39	2
2100-05-30T19:35:15	3
2100-06-07T23:32:00	0
2100-06-15T09:41:26	1
2100-06-22T01:11:45	2
2100-06-29T11:52:24	3
2100-07-07T12:06:52	0
2100-07-14T14:43:17	1
2100-07-21T10:13:04	2
2100-07-29T05:08:58	3
2100-08-05T23:02:10	0
2100-08-12T19:10:22	1
2100-08-19T21:30:13	2
2100-08-27T22:36:56	3
2100-09-04T08:50:02	0
2100-09-11T00:35:57	1
2100-09-18T11:32:36	2
2100-09-26T15:33:53	3
2100-10-03T18:03:00	0
2100-10-10T08:33:20	1
2100-10-18T04:06:22	2
2100-10-26T07:19:37	3
2100-11-02T03:14:36	0
2100-11-08T20:16:00	1
2100-11-16T22:19:44	2
2100-11-24T21:13:35	3
2100-12-01T13:00:57	0
2100-12-08T12:09:50	1
2100-12-16T17:00:24	2
2100-12-24T08:46:21	3
2100-12-30T23:56:54	0
2101-01-07T07:33:08	1
2101-01-15T10:51:27	2
2101-01-22T18:00:05	3
2101-01-29T12:25:06	0
2101-02-06T04:46:35	1
2101-02-14T02:43:14	2
2101-02-21T01:36:54	3
2101-02-28T02:24:43	0
2101-03-08T01:50:42	1
2101-03-15T15:50:26	2
2101-03-22T08:44:28	3
2101-03-29T17:31:14	0
2101-04-06T21:00:06	1
2101-04-14T02:08:49	2
2101-04-20T16:32:05	3
2101-04-28T09:10:00	0
2101-05-06T13:00:44	1
2101-05-13T10:15:41	2
2101-05-20T01:52:39	3
2101-05-28T00:49:59	0
2101-06-05T01:20:49	1
2101-06-11T17:14:04	2
2101-06-18T13:17:14	3
2101-06-26T16:05:33	0
2101-07-04T10:14:38	1
2101-07-11T00:14:05	2
2101-07-18T02:59:14	3
2101-07-26T06:31:53	0
2101-08-02T16:36:05	1
2101-08-09T08:19:43	2
2101-08-16T18:59:00	3
2101-08-24T19:46:39	0
2101-08-31T21:44:56	1
2101-09-07T18:21:44	2
2101-09-15T12:59:27	3
2101-09-23T07:41:00	0
2101-09-30T03:11:28	1
2101-10-07T06:55:20	2
2101-10-15T08:12:42	3
2101-10-22T18:29:57	0
2101-10-29T10:21:24	1
2101-11-05T22:17:44	2
2101-11-14T03:14:15	3
2101-11-21T04:48:42	0
2101-11-27T20:20:09	1
2101-12-05T16:17:12	2
2101-12-13T20:25:29	3
2101-12-20T15:14:31	0
2101-12-27T09:39:07	1
2102-01-04T11:54:12	2
2102-01-12T10:36:23	3
2102-01-19T02:07:50	0
2102-01-26T02:10:20	1
2102-02-03T07:19:46	2
2102-02-10T21:32:22	3
2102-02-17T13:28:33	0
2102-02-24T21:08:52	1
2102-03-05T00:37:11	2
2102-03-12T05:48:14	3
