date	phase
-1300-01-07T14:17:55	3
-1300-01-15T19:44:36	0
-1300-01-23T09:27:10	1
-1300-01-30T01:02:51	2
-1300-02-06T08:22:25	3
-1300-02-14T11:16:33	0
-1300-02-21T16:48:19	1
-1300-02-28T11:00:59	2
-1300-03-08T03:06:14	3
-1300-03-15T23:46:31	0
-1300-03-22T22:12:41	1
-1300-03-29T21:47:29	2
-1300-04-06T21:03:50	3
-1300-04-14T09:46:04	0
-1300-04-21T02:59:00	1
-1300-04-28T10:03:54	2
-1300-05-06T13:16:57	3
-1300-05-13T18:01:02	0
-1300-05-20T08:35:34	1
-1300-05-28T00:02:46	2
-1300-06-05T03:24:24	3
-1300-06-12T01:20:07	0
-1300-06-18T16:30:23	1
-1300-06-26T15:24:13	2
-1300-07-04T15:29:48	3
-1300-07-11T08:35:27	0
-1300-07-18T03:56:17	1
-1300-07-26T07:29:54	2
-1300-08-03T01:47:06	3
-1300-08-09T16:45:02	0
-1300-08-16T19:28:28	1
-1300-08-24T23:41:08	2
-1300-09-01T10:36:29	3
-1300-09-08T02:48:49	0
-1300-09-15T14:42:30	1
-1300-09-23T15:25:43	2
-1300-09-30T18:30:45	3
-1300-10-07T15:33:36	0
-1300-10-15T12:11:47	1
-1300-10-23T06:12:25	2
-1300-10-30T02:21:01	3
-1300-11-06T07:09:26	0
-1300-11-14T09:53:59	1
-1300-11-21T19:29:28	2
-1300-11-28T11:09:33	3
-1300-12-06T00:54:08	0
-1300-12-14T05:47:06	1
-1300-12-21T06:57:05	2
-1300-12-27T21:49:06	3
-1299-01-04T19:26:38	0
-1299-01-12T22:17:09	1
-1299-01-19T16:42:28	2
-1299-01-26T10:41:19	3
-1299-02-03T13:22:17	0
-1299-02-11T10:39:24	1
-1299-02-18T01:20:54	2
-1299-02-25T01:31:26	3
-1299-03-05T05:38:47	0
-1299-03-12T19:06:51	1
-1299-03-19T09:43:39	2
-1299-03-26T17:42:46	3
-1299-04-03T19:41:37	0
-1299-04-11T00:41:10	1
-1299-04-17T18:43:28	2
-1299-04-25T10:36:06	3
-1299-05-03T07:22:19	0
-1299-05-10T04:52:40	1
-1299-05-17T05:04:22	2
-1299-05-25T03:37:35	3
-1299-06-01T16:58:49	0
-1299-06-08T09:21:22	1
-1299-06-15T17:17:57	2
-1299-06-23T20:13:09	3
-1299-07-01T01:14:42	0
-1299-07-07T15:42:24	1
-1299-07-15T07:41:57	2
-1299-07-23T11:42:42	3
-1299-07-30T09:11:05	0
-1299-08-06T01:12:40	1
-1299-08-14T00:13:51	2
-1299-08-22T01:27:26	3
-1299-08-28T17:51:15	0
-1299-09-04T14:37:33	1
-1299-09-12T18:17:33	2
-1299-09-20T13:06:23	3
-1299-09-27T04:03:01	0
-1299-10-04T08:00:01	1
-1299-10-12T12:37:13	2
-1299-10-19T22:49:12	3
-1299-10-26T16:06:15	0
-1299-11-03T04:33:13	1
-1299-11-11T05:38:59	2
-1299-11-18T07:15:02	3
-1299-11-25T05:54:16	0
-1299-12-03T02:38:09	1
-1299-12-10T20:15:10	2
-1299-12-17T15:18:04	3
-1299-12-24T21:07:39	0
-1298-01-01T23:57:58	1
-1298-01-09T08:11:03	2
-1298-01-15T23:48:56	3
-1298-01-23T13:23:11	0
-1298-01-31T18:22:36	1
-1298-02-07T17:54:04	2
-1298-02-14T09:24:29	3
-1298-02-22T06:08:07	0
-1298-03-02T08:40:34	1
-1298-03-09T02:08:32	2
-1298-03-15T20:30:22	3
-1298-03-23T22:32:17	0
-1298-03-31T18:54:16	1
-1298-04-07T09:40:17	2
-1298-04-14T09:26:59	3
-1298-04-22T13:39:11	0
-1298-04-30T01:58:12	1
-1298-05-06T17:15:40	2
-1298-05-14T00:26:36	3
-1298-05-22T02:52:01	0
-1298-05-29T07:10:37	1
-1298-06-05T01:46:40	2
-1298-06-12T17:20:24	3
-1298-06-20T14:12:21	0
-1298-06-27T11:55:45	1
-1298-07-04T12:11:56	2
-1298-07-12T11:26:53	3
-1298-07-20T00:17:18	0
-1298-07-26T17:35:39	1
-1298-08-03T01:25:23	2
-1298-08-11T05:36:56	3
-1298-08-18T09:58:46	0
-1298-08-25T01:26:13	1
-1298-09-01T17:49:53	2
-1298-09-09T22:37:17	3
-1298-09-16T19:59:02	0
-1298-09-23T12:31:00	1
-1298-10-01T12:45:50	2
-1298-10-09T13:34:39	3
-1298-10-16T06:36:21	0
-1298-10-23T03:27:32	1
-1298-10-31T08:29:21	2
-1298-11-08T02:04:03	3
-1298-11-14T17:50:36	0
-1298-11-21T22:04:24	1
-1298-11-30T02:59:44	2
-1298-12-07T12:07:22	3
-1298-12-14T05:43:04	0
-1298-12-21T19:02:14	1
-1298-12-29T18:58:10	2
-1297-01-05T20:11:15	3
-1297-01-12T18:27:19	0
-1297-01-20T16:09:55	1
-1297-01-28T08:03:37	2
-1297-02-04T03:04:13	3
-1297-02-11T08:18:36	0
-1297-02-19T11:21:00	1
-1297-02-26T18:31:58	2
-1297-03-05T09:49:40	3
-1297-03-12T23:12:38	0
-1297-03-21T03:22:47	1
-1297-03-28T02:55:41	2
-1297-04-03T17:36:38	3
-1297-04-11T14:37:37	0
-1297-04-19T16:01:29	1
-1297-04-26T09:58:12	2
-1297-05-03T03:28:24	3
-1297-05-11T05:49:55	0
-1297-05-19T01:40:53	1
-1297-05-25T16:36:03	2
-1297-06-01T16:09:17	3
-1297-06-09T20:17:24	0
-1297-06-17T09:03:54	1
-1297-06-23T23:58:13	2
-1297-07-01T07:50:41	3
-1297-07-09T09:50:29	0
-1297-07-16T15:06:11	1
-1297-07-23T09:18:06	2
-1297-07-31T02:04:12	3
-1297-08-07T22:35:56	0
-1297-08-14T20:56:06	1
-1297-08-21T21:35:48	2
-1297-08-29T21:46:43	3
-1297-09-06T10:43:10	0
-1297-09-13T03:52:06	1
-1297-09-20T13:12:46	2
-1297-09-28T17:34:32	3
-1297-10-05T22:16:17	0
-1297-10-12T13:11:23	1
-1297-10-20T07:33:08	2
-1297-10-28T11:56:47	3
