date	phase
2800-01-03T05:52:01	2
2800-01-10T17:02:07	3
2800-01-17T09:37:04	0
2800-01-24T21:46:57	1
2800-02-01T22:55:29	2
2800-02-09T01:15:57	3
2800-02-15T23:06:49	0
2800-02-23T19:18:59	1
2800-03-02T13:31:58	2
2800-03-09T08:44:18	3
2800-03-16T13:57:11	0
2800-03-24T16:01:49	1
2800-04-01T01:16:24	2
2800-04-07T16:32:47	3
2800-04-15T05:38:22	0
2800-04-23T10:08:06	1
2800-04-30T10:33:04	2
2800-05-07T01:32:26	3
2800-05-14T21:41:48	0
2800-05-23T00:30:18	1
2800-05-29T18:16:26	2
2800-06-05T12:14:30	3
2800-06-13T13:36:47	0
2800-06-21T10:59:18	1
2800-06-28T01:28:38	2
2800-07-05T00:57:01	3
2800-07-13T04:45:47	0
2800-07-20T18:18:40	1
2800-07-27T09:06:50	2
2800-08-03T15:50:04	3
2800-08-11T18:32:44	0
2800-08-18T23:44:16	1
2800-08-25T18:00:39	2
2800-09-02T08:50:03	3
2800-09-10T06:41:05	0
2800-09-17T04:44:23	1
2800-09-24T04:54:38	2
2800-10-02T03:23:57	3
2800-10-09T17:26:26	0
2800-10-16T10:45:08	1
2800-10-23T18:27:17	2
2800-10-31T22:20:17	3
2800-11-08T03:30:24	0
2800-11-14T18:59:46	1
2800-11-22T10:56:44	2
2800-11-30T16:06:35	3
2800-12-07T13:38:33	0
2800-12-14T06:19:48	1
2800-12-22T05:52:48	2
2800-12-30T07:27:33	3
2801-01-06T00:17:39	0
2801-01-12T21:07:36	1
2801-01-21T01:40:37	2
2801-01-28T19:52:09	3
2801-02-04T11:29:20	0
2801-02-11T15:08:03	1
2801-02-19T20:13:17	2
2801-02-27T05:33:21	3
2801-03-05T23:06:17	0
2801-03-13T11:18:48	1
2801-03-21T11:58:34	2
2801-03-28T13:12:50	3
2801-04-04T11:14:21	0
2801-04-12T07:52:49	1
2801-04-20T00:34:53	2
2801-04-26T19:46:07	3
2801-05-04T00:15:12	0
2801-05-12T02:52:12	1
2801-05-19T10:33:25	2
2801-05-26T02:14:39	3
2801-06-02T14:26:21	0
2801-06-10T18:56:29	1
2801-06-17T18:44:15	2
2801-06-24T09:43:04	3
2801-07-02T05:38:18	0
2801-07-10T07:44:26	1
2801-07-17T01:57:18	2
2801-07-23T19:15:36	3
2801-07-31T21:11:22	0
2801-08-08T17:40:40	1
2801-08-15T09:01:13	2
2801-08-22T07:45:53	3
2801-08-30T12:17:18	0
2801-09-07T01:31:57	1
2801-09-13T16:49:50	2
2801-09-20T23:37:55	3
2801-09-29T02:26:28	0
2801-10-06T08:12:25	1
2801-10-13T02:24:56	2
2801-10-20T18:25:22	3
2801-10-28T15:37:40	0
2801-11-04T14:40:27	1
2801-11-11T14:46:08	2
2801-11-19T14:48:25	3
2801-11-27T04:05:03	0
2801-12-03T21:59:47	1
2801-12-11T06:24:18	2
2801-12-19T10:59:44	3
2801-12-26T15:57:31	0
2802-01-02T07:15:52	1
2802-01-10T00:49:19	2
2802-01-18T05:20:51	3
2802-01-25T03:10:44	0
2802-01-31T19:21:01	1
2802-02-08T20:26:19	2
2802-02-16T20:43:04	3
2802-02-23T13:40:00	0
2802-03-02T10:31:11	1
2802-03-10T15:19:23	2
2802-03-18T08:34:53	3
2802-03-24T23:38:36	0
2802-04-01T04:09:42	1
2802-04-09T08:04:43	2
2802-04-16T17:06:34	3
2802-04-23T09:41:17	0
2802-04-30T22:57:12	1
2802-05-08T22:07:53	2
2802-05-15T23:08:56	3
2802-05-22T20:30:45	0
2802-05-30T17:26:50	1
2802-06-07T09:30:57	2
2802-06-14T04:01:56	3
2802-06-21T08:38:02	0
2802-06-29T10:36:02	1
2802-07-06T18:38:34	2
2802-07-13T09:18:11	3
2802-07-20T22:11:36	0
2802-07-29T01:51:55	1
2802-08-05T02:13:17	2
2802-08-11T16:27:29	3
2802-08-19T13:00:10	0
2802-08-27T15:00:35	1
2802-09-03T09:13:12	2
2802-09-10T02:41:30	3
2802-09-18T04:42:34	0
2802-09-26T02:00:13	1
2802-10-02T16:46:06	2
2802-10-09T16:38:45	3
2802-10-17T20:51:47	0
2802-10-25T11:04:18	1
2802-11-01T01:58:10	2
2802-11-08T10:13:43	3
2802-11-16T12:52:06	0
2802-11-23T18:48:46	1
2802-11-30T13:37:54	2
2802-12-08T06:34:25	3
2802-12-16T03:59:07	0
2802-12-23T02:12:12	1
2802-12-30T03:59:35	2
2803-01-07T04:08:50	3
2803-01-14T17:33:17	0
2803-01-21T10:23:27	1
2803-01-28T20:38:15	2
2803-02-06T00:57:35	3
2803-02-13T05:19:06	0
2803-02-19T20:19:43	1
2803-02-27T14:40:29	2
2803-03-07T19:01:23	3
2803-03-14T15:30:47	0
2803-03-21T08:26:41	1
2803-03-29T08:59:28	2
2803-04-06T09:03:51	3
2803-04-13T00:41:45	0
2803-04-19T22:36:30	1
2803-04-28T02:23:51	2
2803-05-05T18:57:37	3
2803-05-12T09:30:39	0
2803-05-19T14:23:02	1
2803-05-27T17:49:28	2
2803-06-04T01:35:26	3
2803-06-10T18:34:30	0
2803-06-18T07:15:52	1
2803-06-26T06:39:23	2
2803-07-03T06:22:49	3
2803-07-10T04:29:26	0
2803-07-18T00:40:19	1
2803-07-25T16:59:02	2
2803-08-01T10:53:49	3
2803-08-08T15:53:00	0
2803-08-16T17:50:52	1
2803-08-24T01:33:26	2
2803-08-30T16:36:49	3
2803-09-07T05:19:49	0
2803-09-15T09:54:13	1
2803-09-22T09:28:48	2
2803-09-29T00:46:41	3
2803-10-06T21:05:35	0
2803-10-15T00:06:19	1
2803-10-21T17:50:07	2
2803-10-28T12:19:51	3
2803-11-05T14:44:09	0
2803-11-13T12:09:43	1
2803-11-20T03:23:20	2
2803-11-27T03:46:55	3
2803-12-05T08:59:57	0
2803-12-12T22:17:08	1
2803-12-19T14:29:07	2
2803-12-26T22:57:04	3
2804-01-04T02:17:02	0
2804-01-11T07:02:56	1
2804-01-18T03:11:38	2
2804-01-25T20:37:12	3
2804-02-02T17:28:05	0
2804-02-09T15:11:25	1
2804-02-16T17:31:51	2
2804-02-24T18:32:34	3
2804-03-03T06:16:56	0
2804-03-09T23:27:10	1
2804-03-17T09:25:45	2
2804-03-25T14:15:55	3
2804-04-01T17:01:28	0
2804-04-08T08:30:36	1
2804-04-16T02:25:50	2
2804-04-24T06:13:34	3
2804-05-01T02:09:29	0
2804-05-07T18:58:16	1
2804-05-15T19:30:36	2
2804-05-23T18:08:29	3
2804-05-30T10:10:53	0
2804-06-06T07:21:10	1
2804-06-14T11:26:16	2
2804-06-22T02:38:15	3
2804-06-28T17:44:24	0
2804-07-05T21:55:57	1
2804-07-14T01:24:55	2
2804-07-21T08:45:55	3
2804-07-28T01:44:33	0
2804-08-04T14:31:23	1
2804-08-12T13:24:19	2
2804-08-19T13:44:04	3
2804-08-26T11:18:14	0
2804-09-03T08:23:09	1
2804-09-10T23:57:56	2
2804-09-17T18:50:02	3
2804-09-24T23:28:17	0
2804-10-03T02:26:43	1
2804-10-10T09:50:47	2
2804-10-17T01:25:00	3
