date	phase
-3500-01-06T09:29:27	2
-3500-01-13T03:58:17	3
-3500-01-20T09:32:42	0
-3500-01-28T12:10:39	1
-3500-02-04T19:25:37	2
-3500-02-11T10:00:15	3
-3500-02-18T23:57:17	0
-3500-02-27T03:28:48	1
-3500-03-06T03:11:41	2
-3500-03-12T17:24:50	3
-3500-03-20T14:45:47	0
-3500-03-28T15:53:32	1
-3500-04-04T09:42:03	2
-3500-04-11T03:19:19	3
-3500-04-19T05:32:27	0
-3500-04-27T01:39:26	1
-3500-05-03T16:09:04	2
-3500-05-10T16:20:37	3
-3500-05-18T20:04:23	0
-3500-05-26T09:16:31	1
-3500-06-01T23:52:32	2
-3500-06-09T08:29:29	3
-3500-06-17T10:15:03	0
-3500-06-24T15:35:07	1
-3500-07-01T10:03:26	2
-3500-07-09T03:13:33	3
-3500-07-16T23:53:10	0
-3500-07-23T21:47:29	1
-3500-07-30T23:22:54	2
-3500-08-07T23:33:04	3
-3500-08-15T12:42:01	0
-3500-08-22T05:18:14	1
-3500-08-29T15:45:17	2
-3500-09-06T20:00:56	3
-3500-09-14T00:31:31	0
-3500-09-20T15:21:56	1
-3500-09-28T10:20:08	2
-3500-10-06T14:47:30	3
-3500-10-13T11:28:41	0
-3500-10-20T04:33:07	1
-3500-10-28T05:49:59	2
-3500-11-05T06:12:55	3
-3500-11-11T21:54:45	0
-3500-11-18T20:30:15	1
-3500-11-27T00:46:06	2
-3500-12-04T17:33:21	3
-3500-12-11T08:13:56	0
-3500-12-18T14:12:47	1
-3500-12-26T17:41:39	2
-3499-01-03T01:17:38	3
-3499-01-09T18:45:28	0
-3499-01-17T08:34:05	1
-3499-01-25T07:35:47	2
-3499-02-01T06:44:33	3
-3499-02-08T05:44:56	0
-3499-02-16T02:37:42	1
-3499-02-23T18:17:49	2
-3499-03-02T11:29:25	3
-3499-03-09T17:31:19	0
-3499-03-17T19:33:26	1
-3499-03-25T02:28:44	2
-3499-03-31T17:01:10	3
-3499-04-08T06:28:57	0
-3499-04-16T10:35:55	1
-3499-04-23T09:21:04	2
-3499-04-30T00:32:32	3
-3499-05-07T20:57:39	0
-3499-05-15T23:16:39	1
-3499-05-22T16:14:20	2
-3499-05-29T10:58:47	3
-3499-06-06T12:52:51	0
-3499-06-14T09:38:01	1
-3499-06-21T00:16:10	2
-3499-06-28T00:58:30	3
-3499-07-06T05:31:59	0
-3499-07-13T18:14:42	1
-3499-07-20T10:11:26	2
-3499-07-27T18:45:05	3
-3499-08-04T21:46:37	0
