date	phase
0400-01-05T21:45:22	3
0400-01-13T15:29:42	0
0400-01-21T20:01:49	1
0400-01-28T17:20:55	2
0400-02-04T09:27:36	3
0400-02-12T10:24:57	0
0400-02-20T10:18:31	1
0400-02-27T02:56:03	2
0400-03-04T23:25:04	3
0400-03-13T03:58:41	0
0400-03-20T20:44:13	1
0400-03-27T11:34:16	2
0400-04-03T15:21:14	3
0400-04-11T19:08:25	0
0400-04-19T03:55:39	1
0400-04-25T20:06:32	2
0400-05-03T08:29:39	3
0400-05-11T07:45:18	0
0400-05-18T08:57:42	1
0400-05-25T05:35:58	2
0400-06-02T01:52:03	3
0400-06-09T18:14:16	0
0400-06-16T13:14:49	1
0400-06-23T16:56:18	2
0400-07-01T18:39:56	3
0400-07-09T03:13:14	0
0400-07-15T18:21:57	1
0400-07-23T06:33:04	2
0400-07-31T10:22:12	3
0400-08-07T11:24:27	0
0400-08-14T01:53:21	1
0400-08-21T22:16:25	2
0400-08-30T00:37:45	3
0400-09-05T19:34:03	0
0400-09-12T13:05:34	1
0400-09-20T15:28:01	2
0400-09-28T13:08:32	3
0400-10-05T04:32:01	0
0400-10-12T04:33:17	1
0400-10-20T09:14:06	2
0400-10-27T23:44:43	3
0400-11-03T15:06:02	0
0400-11-10T23:48:23	1
0400-11-19T02:34:04	2
0400-11-26T08:39:08	3
0400-12-03T03:47:35	0
0400-12-10T21:20:49	1
0400-12-18T18:26:11	2
0400-12-25T16:35:03	3
0401-01-01T18:36:08	0
0401-01-09T19:07:13	1
0401-01-17T08:01:49	2
0401-01-24T00:34:50	3
0401-01-31T10:55:59	0
0401-02-08T15:05:50	1
0401-02-15T19:05:17	2
0401-02-22T09:37:22	3
0401-03-02T03:52:44	0
0401-03-10T07:43:38	1
0401-03-17T04:00:32	2
0401-03-23T20:19:57	3
0401-03-31T20:34:15	0
0401-04-08T20:17:37	1
0401-04-15T11:39:33	2
0401-04-22T08:55:06	3
0401-04-30T12:18:51	0
0401-05-08T05:01:43	1
0401-05-14T19:04:33	2
0401-05-21T23:19:32	3
0401-05-30T02:34:48	0
0401-06-06T10:56:06	1
0401-06-13T03:14:42	2
0401-06-20T15:22:34	3
0401-06-28T15:03:55	0
0401-07-05T15:27:54	1
0401-07-12T12:59:41	2
0401-07-20T08:44:30	3
0401-07-28T01:50:20	0
0401-08-03T20:13:18	1
0401-08-11T00:58:13	2
0401-08-19T02:45:41	3
0401-08-26T11:25:22	0
0401-09-02T02:43:23	1
0401-09-09T15:35:40	2
0401-09-17T20:21:28	3
0401-09-24T20:39:27	0
0401-10-01T12:10:59	1
0401-10-09T08:52:02	2
0401-10-17T12:18:42	3
0401-10-24T06:23:13	0
0401-10-31T01:18:15	1
0401-11-08T04:00:54	2
0401-11-16T01:46:26	3
0401-11-22T17:07:39	0
0401-11-29T18:07:38	1
0401-12-07T23:22:53	2
0401-12-15T12:35:59	3
0401-12-22T04:56:39	0
0401-12-29T13:56:13	1
0402-01-06T17:01:26	2
0402-01-13T21:17:58	3
0402-01-20T17:39:26	0
0402-01-28T11:13:26	1
0402-02-05T07:41:57	2
0402-02-12T04:44:16	3
0402-02-19T07:10:41	0
0402-02-27T07:54:33	1
0402-03-06T19:17:32	2
0402-03-13T11:51:14	3
0402-03-20T21:34:53	0
0402-03-29T02:02:19	1
0402-04-05T04:28:06	2
0402-04-11T19:32:00	3
0402-04-19T12:49:44	0
0402-04-27T16:32:45	1
0402-05-04T12:08:28	2
0402-05-11T04:37:07	3
0402-05-19T04:28:35	0
0402-05-27T03:27:03	1
0402-06-02T19:11:19	2
0402-06-09T15:54:04	3
0402-06-17T19:44:06	0
