date	phase
-0900-01-06T02:10:40	0
-0900-01-14T06:26:21	1
-0900-01-21T10:17:48	2
-0900-01-28T00:58:31	3
-0900-02-04T19:11:57	0
-0900-02-12T23:13:47	1
-0900-02-19T19:18:29	2
-0900-02-26T11:51:14	3
-0900-03-06T12:01:31	0
-0900-03-14T11:48:57	1
-0900-03-21T03:05:53	2
-0900-03-28T00:29:28	3
-0900-04-05T03:54:51	0
-0900-04-12T20:28:41	1
-0900-04-19T10:38:09	2
-0900-04-26T14:51:32	3
-0900-05-04T18:13:34	0
-0900-05-12T02:18:05	1
-0900-05-18T18:49:14	2
-0900-05-26T06:50:46	3
-0900-06-03T06:35:50	0
-0900-06-10T06:46:56	1
-0900-06-17T04:26:33	2
-0900-06-25T00:09:12	3
-0900-07-02T17:08:53	0
-0900-07-09T11:30:31	1
-0900-07-16T16:12:09	2
-0900-07-24T18:05:02	3
-0900-08-01T02:31:06	0
-0900-08-07T17:57:04	1
-0900-08-15T06:38:39	2
-0900-08-23T11:31:31	3
-0900-08-30T11:38:41	0
-0900-09-06T03:17:34	1
-0900-09-13T23:51:42	2
-0900-09-22T03:18:05	3
-0900-09-28T21:23:09	0
-0900-10-05T16:16:37	1
-0900-10-13T19:03:37	2
-0900-10-21T16:40:10	3
-0900-10-28T08:11:45	0
-0900-11-04T09:03:15	1
-0900-11-12T14:28:57	2
-0900-11-20T03:33:05	3
-0900-11-26T20:03:59	0
-0900-12-04T04:59:21	1
-0900-12-12T08:08:33	2
-0900-12-19T12:25:26	3
-0900-12-26T08:48:56	0
-0899-01-03T02:30:48	1
-0899-01-10T22:51:29	2
-0899-01-17T20:03:12	3
-0899-01-24T22:25:07	0
-0899-02-01T23:23:15	1
-0899-02-09T10:34:21	2
-0899-02-16T03:17:34	3
-0899-02-23T12:59:22	0
-0899-03-03T17:34:06	1
-0899-03-10T19:55:13	2
-0899-03-17T11:00:36	3
-0899-03-25T04:25:42	0
-0899-04-02T08:02:10	1
-0899-04-09T03:43:17	2
-0899-04-15T20:05:18	3
-0899-04-23T20:09:46	0
-0899-05-01T18:53:37	1
-0899-05-08T10:46:16	2
-0899-05-15T07:22:08	3
-0899-05-23T11:19:54	0
-0899-05-31T02:56:09	1
-0899-06-06T17:53:32	2
-0899-06-13T21:26:56	3
-0899-06-22T01:16:37	0
-0899-06-29T09:13:20	1
-0899-07-06T02:03:01	2
-0899-07-13T14:21:53	3
-0899-07-21T13:53:39	0
-0899-07-28T14:52:27	1
-0899-08-04T12:20:46	2
-0899-08-12T09:21:22	3
-0899-08-20T01:34:49	0
-0899-08-26T21:02:27	1
-0899-09-03T01:45:13	2
-0899-09-11T05:00:47	3
-0899-09-18T12:52:00	0
-0899-09-25T04:54:10	1
-0899-10-02T18:34:32	2
-0899-10-10T23:46:57	3
-0899-10-18T00:02:51	0
-0899-10-24T15:33:36	1
-0899-11-01T13:55:06	2
-0899-11-09T16:25:20	3
-0899-11-16T11:05:23	0
-0899-11-23T05:42:30	1
-0899-12-01T09:51:21	2
-0899-12-09T06:09:12	3
-0899-12-15T21:54:21	0
-0899-12-22T23:11:22	1
-0899-12-31T04:24:05	2
-0898-01-07T16:42:54	3
-0898-01-14T08:41:21	0
-0898-01-21T18:46:49	1
-0898-01-29T20:21:56	2
-0898-02-06T00:27:31	3
-0898-02-12T19:56:49	0
-0898-02-20T14:37:13	1
-0898-02-28T09:25:55	2
-0898-03-07T06:20:17	3
-0898-03-14T08:12:15	0
-0898-03-22T09:03:55	1
-0898-03-29T19:49:18	2
-0898-04-05T11:42:29	3
-0898-04-12T21:39:33	0
-0898-04-21T01:12:21	1
-0898-04-28T04:04:07	2
-0898-05-04T18:02:44	3
-0898-05-12T12:05:35	0
-0898-05-20T14:47:03	1
-0898-05-27T10:58:29	2
-0898-06-03T02:40:53	3
-0898-06-11T03:04:55	0
-0898-06-19T01:53:57	1
-0898-06-25T17:35:52	2
-0898-07-02T14:32:45	3
-0898-07-10T18:14:41	0
-0898-07-18T10:52:01	1
-0898-07-25T01:09:27	2
-0898-08-01T05:57:05	3
-0898-08-09T09:17:51	0
-0898-08-16T18:16:03	1
-0898-08-23T10:50:05	2
-0898-08-31T00:29:34	3
-0898-09-07T23:55:48	0
-0898-09-15T01:01:41	1
-0898-09-21T23:26:40	2
-0898-09-29T21:06:31	3
-0898-10-07T13:43:36	0
-0898-10-14T08:21:48	1
-0898-10-21T15:05:22	2
-0898-10-29T18:13:36	3
-0898-11-06T02:18:31	0
-0898-11-12T17:29:52	1
-0898-11-20T09:03:54	2
-0898-11-28T13:56:46	3
-0898-12-05T13:34:31	0
-0898-12-12T05:13:36	1
-0898-12-20T04:07:50	2
-0898-12-28T06:29:29	3
-0897-01-03T23:47:18	0
-0897-01-10T19:34:37	1
-0897-01-18T22:53:08	2
-0897-01-26T18:54:17	3
-0897-02-02T09:26:34	0
-0897-02-09T11:54:08	1
-0897-02-17T16:00:57	2
